,pin,place,state,latitude,longitude,accuracy
4370,450331,Mahajan Peth,Madhya Pradesh,24.3333,77.9667,0.0
4371,450332,Khakhar,Madhya Pradesh,24.3333,77.9667,0.0
4372,450333,Bahadurpur,Madhya Pradesh,24.3333,77.9667,4.0
4373,450334,Loni,Madhya Pradesh,24.3333,77.9667,0.0
4374,450441,Ichhapur (Khandwa),Madhya Pradesh,22.186,76.5803,0.0
4375,450551,Nimarkhedi,Madhya Pradesh,22.186,76.5803,0.0
4376,450554,Mandhata (Omkareshwat),Madhya Pradesh,22.186,76.5803,0.0
4377,450661,Pandhana,Madhya Pradesh,21.7,76.2167,4.0
4378,450771,Chhegaon Makhan,Madhya Pradesh,21.8333,76.2167,4.0
4379,451110,Dhakalgaon,Madhya Pradesh,22.1833,76.0667,0.0
4380,451111,Sanavad,Madhya Pradesh,22.1833,76.0667,4.0
4381,451115,Barawaha Jawahar,Madhya Pradesh,22.1833,76.0667,0.0
4382,451117,Balwada,Madhya Pradesh,22.1833,76.0667,0.0
4383,451220,Karhi,Madhya Pradesh,22.5833,74.4667,4.0
4384,451221,Mandleshwar,Madhya Pradesh,22.1833,75.6667,4.0
4385,451222,Dhargaon (Khandwa),Madhya Pradesh,22.3389,75.2667,0.0
4386,451223,Choli,Madhya Pradesh,22.25,75.6667,4.0
4387,451228,Kasrawod (Khargone),Madhya Pradesh,22.3389,75.2667,0.0
4388,451229,Balsamund,Madhya Pradesh,22.3389,75.2667,0.0
4389,451239,Pathrot Kalan,Madhya Pradesh,22.3389,75.2667,0.0
4390,451335,Gogawan,Madhya Pradesh,21.8167,75.8667,0.0
4391,451337,Bamnala,Madhya Pradesh,21.8167,75.8667,4.0
4392,451440,Un (Khargone),Madhya Pradesh,21.5833,79.0167,0.0
4393,451447,Rajpur (Barwani),Madhya Pradesh,21.5833,79.0167,0.0
4394,451451,Nagalwadi,Madhya Pradesh,21.5833,79.0167,4.0
4395,451555,Mandwada,Madhya Pradesh,22.0278,75.7315,0.0
4396,451556,Anjaoi,Madhya Pradesh,22.0278,75.7315,0.0
4397,451557,Talwada Buzurg,Madhya Pradesh,22.0278,75.7315,0.0
4398,451558,Dawana,Madhya Pradesh,22.0278,75.7315,0.0
4399,451559,Balkuan,Madhya Pradesh,22.0278,75.7315,0.0
4400,451563,Thibgaon,Madhya Pradesh,22.0278,75.7315,0.0
4401,451659,Nimrani,Madhya Pradesh,22.0,75.0667,0.0
4402,451660,Thikri,Madhya Pradesh,22.0667,75.3833,4.0
4403,451661,Pati,Madhya Pradesh,21.9333,74.75,4.0
4404,451664,Zopali,Madhya Pradesh,22.0,75.0667,0.0
4405,451665,Balwadi,Madhya Pradesh,22.0,75.0667,0.0
4406,451667,Niwali,Madhya Pradesh,22.0,75.0667,0.0
4407,451669,Chatli,Madhya Pradesh,22.0,75.0667,0.0
4408,451770,Pansemal,Madhya Pradesh,21.65,74.7,4.0
4409,452001,Indore H O,Madhya Pradesh,22.8023,75.5605,0.0
4410,452002,Indore City,Madhya Pradesh,22.8023,75.5605,0.0
4411,452004,Indore Yeshwant Road H O,Madhya Pradesh,22.8023,75.5605,0.0
4412,452005,Indore Biyavani,Madhya Pradesh,22.8023,75.5605,0.0
4413,452006,Indore Barwali Chowk,Madhya Pradesh,22.8023,75.5605,0.0
4414,452008,Indore Sadar Bazar,Madhya Pradesh,22.8023,75.5605,0.0
4415,452009,Indore Sudamanagar,Madhya Pradesh,22.8023,75.5605,0.0
4416,452012,Indore Rajendranagar,Madhya Pradesh,22.8023,75.5605,0.0
4417,452020,Kasturbagram (Indore),Madhya Pradesh,22.8023,75.5605,0.0
4418,452056,Indore Khajrana,Madhya Pradesh,22.8023,75.5605,0.0
4419,453115,Depalpur,Madhya Pradesh,22.85,75.55,4.0
4420,453220,Gautampura,Madhya Pradesh,22.9833,75.5167,4.0
4421,453235,Fatahabad Chandrawantigan,Madhya Pradesh,22.9833,75.5167,0.0
4422,453331,Rao (Indore),Madhya Pradesh,22.8,75.6278,0.0
4423,453446,Rasalpura,Madhya Pradesh,22.5667,75.8167,0.0
4424,453463,Harsola,Madhya Pradesh,22.5667,75.8167,4.0
4425,453652,Dakacha,Madhya Pradesh,22.8,75.6278,0.0
4426,453661,Manpur (Indore),Madhya Pradesh,22.8,75.6278,0.0
4427,454010,Mandu (Dhar),Madhya Pradesh,22.5926,75.0352,0.0
4428,454111,Sardarpur,Madhya Pradesh,22.6667,74.9833,4.0
4429,454116,Rajgarh (Dhar),Madhya Pradesh,22.6667,74.9833,0.0
4430,454129,Tirla,Madhya Pradesh,22.6333,74.8333,4.0
4431,454221,Bagh,Madhya Pradesh,22.3667,74.7667,4.0
4432,454276,Tanda,Madhya Pradesh,22.5,74.85,4.0
4433,454341,Chikhalda,Madhya Pradesh,22.3333,75.0,0.0
4434,454350,Gandhwani,Madhya Pradesh,22.3333,75.0,4.0
4435,454365,Dahi,Madhya Pradesh,22.3333,75.0,0.0
4436,454441,Amjhera,Madhya Pradesh,22.55,75.1,4.0
4437,454446,Manawar (Dhar),Madhya Pradesh,22.55,75.1,0.0
4438,454448,Bakner,Madhya Pradesh,22.55,75.1,0.0
4439,454449,Dharampuri (Dhar),Madhya Pradesh,22.55,75.1,0.0
4440,454552,Dhamnod (Dhar),Madhya Pradesh,22.3167,75.5,0.0
4441,454571,Gujri,Madhya Pradesh,22.3167,75.5,4.0
4442,454648,Rajod,Madhya Pradesh,22.95,75.0667,4.0
4443,454660,Badnawar,Madhya Pradesh,23.0167,75.2167,4.0
4444,454665,Kanwan,Madhya Pradesh,23.0167,75.2167,0.0
4445,454666,Sadalpur,Madhya Pradesh,23.0167,75.2167,0.0
4446,454667,Kesuri,Madhya Pradesh,23.0167,75.2167,0.0
4447,454668,Bakhatgarh,Madhya Pradesh,23.0167,75.2167,0.0
4448,454730,Gunawad,Madhya Pradesh,22.5926,75.0352,0.0
4449,454749,Bagdi,Madhya Pradesh,22.5926,75.0352,0.0
4450,454773,Dehrighatga Billod,Madhya Pradesh,22.5926,75.0352,0.0
4451,455001,DEWAS RADHAGAnJ,Madhya Pradesh,22.7556,76.6389,0.0
4452,455003,Dewas Bank Note,Madhya Pradesh,22.7556,76.6389,0.0
4453,455111,Dewas Balgarh,Madhya Pradesh,23.1,76.2167,0.0
4454,455116,Tonk Khurd,Madhya Pradesh,23.1,76.2167,4.0
4455,455117,Tonk Kalan,Madhya Pradesh,23.1,76.2167,0.0
4456,455119,Gandharvpuri,Madhya Pradesh,23.1,76.2167,0.0
4457,455178,Nagda (Dewas),Madhya Pradesh,23.1,76.2167,0.0
4458,455221,Karnawad (Dewas),Madhya Pradesh,22.7556,76.6389,0.0
4459,455223,Hat Pipalia,Madhya Pradesh,22.7556,76.6389,0.0
4460,455227,Bagli (Newas),Madhya Pradesh,22.7556,76.6389,0.0
4461,455302,Kamlapur,Madhya Pradesh,22.5833,76.85,0.0
4462,455332,Kannod,Madhya Pradesh,22.6667,76.7333,4.0
4463,455339,Nemawar,Madhya Pradesh,22.5,76.9667,4.0
4464,455440,Kantaphore,Madhya Pradesh,22.7556,76.6389,0.0
4465,456001,Ujjain Madhonagar,Madhya Pradesh,23.1833,75.7667,0.0
4466,456003,Ujjan Bherongarh,Madhya Pradesh,23.1833,75.7667,0.0
4467,456006,Ujjain City,Madhya Pradesh,23.1833,75.7667,0.0
4468,456008,Ujjain Rishinagar,Madhya Pradesh,23.1833,75.7667,0.0
4469,456009,Ujjain Govt Engineering C,Madhya Pradesh,23.1833,75.7667,0.0
4470,456010,Ujjain,Madhya Pradesh,23.1833,75.7667,4.0
4471,456221,Unhel,Madhya Pradesh,23.3333,75.5667,4.0
4472,456222,Baledi,Madhya Pradesh,23.375,75.425,0.0
4473,456224,Khachrod,Madhya Pradesh,23.4167,75.2833,4.0
4474,456335,Nagda Town,Madhya Pradesh,23.325,75.7361,0.0
4475,456337,Piploda Bagla,Madhya Pradesh,23.325,75.7361,0.0
4476,456443,Mahidpur Bazar,Madhya Pradesh,23.325,75.7361,0.0
4477,456550,Ghattia,Madhya Pradesh,23.45,75.8667,0.0
4478,456551,Ghosla,Madhya Pradesh,23.45,75.8667,4.0
4479,456552,Pat,Madhya Pradesh,23.45,75.8667,0.0
4480,456661,Tajpur,Madhya Pradesh,23.2333,75.9,4.0
4481,456663,Kaytha,Madhya Pradesh,23.2833,75.9667,0.0
4482,456664,Narwar (Ujjain),Madhya Pradesh,23.2833,75.9667,0.0
4483,456665,Tarana,Madhya Pradesh,23.3333,76.0333,4.0
4484,456666,Vijaiganj Mandi,Madhya Pradesh,23.2833,75.9667,0.0
4485,456668,Makdone,Madhya Pradesh,23.2833,75.9667,0.0
4486,457001,Ratlam,Madhya Pradesh,23.3167,75.0667,4.0
4487,457111,Bangrod,Madhya Pradesh,23.4,75.1167,4.0
4488,457114,Alete R S,Madhya Pradesh,23.5583,75.25,0.0
4489,457118,Tal,Madhya Pradesh,23.7167,75.3833,4.0
4490,457222,Namli,Madhya Pradesh,23.4333,75.05,4.0
4491,457550,Sailana,Madhya Pradesh,23.4667,74.9167,4.0
4492,457551,Sarwan,Madhya Pradesh,23.4833,74.8167,4.0
4493,457552,Dhamnod (Ratlam),Madhya Pradesh,23.475,74.8667,0.0
4494,457555,Bajana,Madhya Pradesh,23.475,74.8667,0.0
4495,457769,Raoti,Madhya Pradesh,23.2333,74.8333,4.0
4496,457770,Bamni Bazar,Madhya Pradesh,23.0833,74.7667,0.0
4497,457775,Raipur (Ratlam),Madhya Pradesh,23.0417,74.6667,0.0
4498,457777,Thandla,Madhya Pradesh,23.0,74.5667,4.0
4499,457887,Alirajpur Bazar,Madhya Pradesh,22.3,74.35,0.0
4500,457993,Ranapur,Madhya Pradesh,22.65,74.5333,4.0
4501,458001,Mandsaur Dharmashala,Madhya Pradesh,24.4375,75.1375,0.0
4502,458002,Mandsaur Kilchipura,Madhya Pradesh,24.4375,75.1375,0.0
4503,458110,Manasa,Madhya Pradesh,24.4833,75.15,4.0
4504,458113,Malgarh,Madhya Pradesh,24.4833,75.15,0.0
4505,458118,Rampura Bara Bazar,Madhya Pradesh,24.4833,75.15,0.0
4506,458220,Sarwana (Mandsauri),Madhya Pradesh,24.8167,75.1167,0.0
4507,458224,Deeken,Madhya Pradesh,24.8167,75.1167,0.0
4508,458226,Ratangarh,Madhya Pradesh,24.8167,75.1167,4.0
4509,458272,Nagri (Mandsaur),Madhya Pradesh,24.8167,75.1167,0.0
4510,458441,Neemuch H O,Madhya Pradesh,24.4375,75.1375,0.0
4511,458442,Neemuch Mandi,Madhya Pradesh,24.4375,75.1375,0.0
4512,458468,Nayagaon Cement Factory N,Madhya Pradesh,24.4375,75.1375,0.0
4513,458474,Athana,Madhya Pradesh,24.4375,75.1375,0.0
4514,458553,Narayangarh,Madhya Pradesh,24.2833,75.05,4.0
4515,458558,Nahargarh,Madhya Pradesh,24.1667,75.2333,4.0
4516,458588,Sandhara,Madhya Pradesh,24.225,75.1417,0.0
4517,458676,Kachnara (Nahargarh),Madhya Pradesh,24.4375,75.1375,0.0
4518,460330,Chicholi (Betul),Madhya Pradesh,21.5167,76.65,0.0
4519,460443,Ghoradongri,Madhya Pradesh,21.5167,76.65,0.0
4520,460444,Ranipur (Betul),Madhya Pradesh,21.5167,76.65,0.0
4521,460447,Sarni,Madhya Pradesh,21.5167,76.65,0.0
4522,460449,Patharkheda,Madhya Pradesh,21.5167,76.65,0.0
4523,460551,Amla,Madhya Pradesh,21.5167,76.65,4.0
4524,460553,Amla Depot,Madhya Pradesh,21.5167,76.65,0.0
4525,460557,Saikheda (Narsinghpur),Madhya Pradesh,21.5167,76.65,0.0
4526,460665,Prabhat Pattan,Madhya Pradesh,21.5167,76.65,0.0
4527,460666,Rai Amla,Madhya Pradesh,21.5167,76.65,0.0
4528,461001,Hoshangabad R S,Madhya Pradesh,22.5083,77.7875,0.0
4529,461005,Hoshangabad Security Pape,Madhya Pradesh,22.5083,77.7875,0.0
4530,461110,Powarkheda,Madhya Pradesh,22.7,77.7333,4.0
4531,461111,Itarsi,Madhya Pradesh,22.6167,77.75,4.0
4532,461114,Itarsi Central Project,Madhya Pradesh,22.6583,77.7417,0.0
4533,461115,Itarsi New Yar Colony,Madhya Pradesh,22.6583,77.7417,0.0
4534,461221,Banapura,Madhya Pradesh,22.25,77.2333,0.0
4535,461228,Timarni,Madhya Pradesh,22.25,77.2333,0.0
4536,461251,Rahatgaon,Madhya Pradesh,22.25,77.2333,4.0
4537,461331,Harda R S,Madhya Pradesh,22.5083,77.7875,0.0
4538,461427,Mandla (Hoshangabad),Madhya Pradesh,22.5083,77.7875,0.0
4539,461444,Charuwa,Madhya Pradesh,22.5083,77.7875,0.0
4540,461446,Itarsi Ordinance Factory,Madhya Pradesh,22.5083,77.7875,0.0
4541,461551,Tawa Nagar,Madhya Pradesh,22.5083,77.7875,0.0
4542,461555,Raipur (Hoshangabad),Madhya Pradesh,22.5083,77.7875,0.0
4543,461881,Pachmarhi,Madhya Pradesh,22.4667,78.4333,4.0
4544,462003,Sabha,Madhya Pradesh,23.0667,77.3769,0.0
4545,462030,Baigagarh,Madhya Pradesh,23.0667,77.3769,0.0
4546,462046,Mandideep,Madhya Pradesh,23.0667,77.3769,0.0
4547,463111,Lalaria,Madhya Pradesh,23.0667,77.3769,0.0
4548,463120,Nazirabad (Bhopal),Madhya Pradesh,23.0667,77.3769,0.0
4549,464001,Vidisha Collectorate,Madhya Pradesh,23.3063,77.8417,0.0
4550,464002,Vidisha Sati,Madhya Pradesh,23.3063,77.8417,0.0
4551,464112,Anandpur,Madhya Pradesh,24.15,77.4333,4.0
4552,464114,Lateri,Madhya Pradesh,24.15,77.4333,0.0
4553,464220,Gulabganj,Madhya Pradesh,23.3063,77.8417,0.0
4554,464221,Ganj Basoda City,Madhya Pradesh,23.3063,77.8417,0.0
4555,464226,Khamkheda,Madhya Pradesh,23.3063,77.8417,0.0
4556,464337,Pathari,Madhya Pradesh,23.9333,78.2,4.0
4557,464551,Raisen H O,Madhya Pradesh,23.3167,78.0833,0.0
4558,464556,Arjun Nagar,Madhya Pradesh,23.3167,78.0833,0.0
4559,464573,Dehgaon,Madhya Pradesh,23.3167,78.0833,4.0
4560,464651,Salamatpur Mandi,Madhya Pradesh,22.8778,77.7056,0.0
4561,464661,Sanchi,Madhya Pradesh,23.4833,77.7333,4.0
4562,464665,Ankulpur,Madhya Pradesh,23.2417,77.975,0.0
4563,464668,Bareli,Madhya Pradesh,23.0,78.2167,4.0
4564,464670,Magardha,Madhya Pradesh,22.15,77.1667,4.0
4565,464676,Saikheda (Vidisha),Madhya Pradesh,22.15,77.1667,0.0
4566,464770,Udaipura (Raisen),Madhya Pradesh,23.3063,77.8417,0.0
4567,464774,Deori (Raisen),Madhya Pradesh,23.3063,77.8417,0.0
4568,464776,Panjra,Madhya Pradesh,23.3063,77.8417,0.0
4569,464884,Gairatganj,Madhya Pradesh,23.4,78.2167,4.0
4570,464990,Goharganj,Madhya Pradesh,23.0167,77.6833,4.0
4571,464993,Obaidullaganj,Madhya Pradesh,23.0167,77.6833,0.0
4572,465106,Maksi,Madhya Pradesh,23.2667,76.15,4.0
4573,465116,Polai Kalan,Madhya Pradesh,23.2667,76.15,0.0
4574,465118,Awantipur Bardia,Madhya Pradesh,23.2667,76.15,0.0
4575,465220,Kalisingh,Madhya Pradesh,23.3833,76.6,0.0
4576,465221,Salslai,Madhya Pradesh,23.3833,76.6,0.0
4577,465223,Akodia,Madhya Pradesh,23.3833,76.6,4.0
4578,465230,Kanad,Madhya Pradesh,23.3833,76.6,0.0
4579,465336,Arnia Kalan,Madhya Pradesh,23.8167,76.3667,0.0
4580,465337,Kala Pipal,Madhya Pradesh,23.8167,76.3667,4.0
4581,465418,Iklera (Shajapur),Madhya Pradesh,23.5083,76.3958,0.0
4582,465441,Agar Malwa,Madhya Pradesh,23.5083,76.3958,0.0
4583,465445,Nalkheda,Madhya Pradesh,23.5083,76.3958,0.0
4584,465661,Rajgarh (Biora) H O,Madhya Pradesh,23.5667,76.4667,0.0
4585,465667,Kurawar,Chattisgarh,23.5667,76.4667,0.0
4586,465679,Khilchipur,Chattisgarh,23.5667,76.4667,0.0
4587,465683,Pachore,Madhya Pradesh,23.5667,76.4667,0.0
4588,465686,Barodia Kumaria,Chattisgarh,23.5667,76.4667,0.0
4589,465687,Khujner,Chattisgarh,23.5667,76.4667,0.0
4590,465689,Chhapiheda,Chattisgarh,23.5667,76.4667,0.0
4591,465697,Sarangpur,Madhya Pradesh,23.5667,76.4667,4.0
4592,466115,Ichawar (Sehore),Madhya Pradesh,23.1667,76.6667,0.0
4593,466116,Asta Bada Bazar,Madhya Pradesh,23.1667,76.6667,0.0
4594,466117,Kachraud (Sehore),Madhya Pradesh,23.1667,76.6667,0.0
4595,466119,Khadi (Sehore),Madhya Pradesh,23.1667,76.6667,0.0
4596,466125,Maina,Madhya Pradesh,23.1667,76.6667,4.0
4597,466331,Nasurlaganj,Madhya Pradesh,23.1667,76.6667,0.0
4598,466448,Baktara,Madhya Pradesh,23.1667,76.6667,0.0
4599,466665,Ahmedpur,Madhya Pradesh,23.1667,76.6667,0.0
4600,470001,Sagar B I Bazar,Madhya Pradesh,23.881,79.2214,0.0
4601,470002,Sagar Galla Mandi,Madhya Pradesh,23.881,79.2214,0.0
4602,470003,Sagar University,Madhya Pradesh,23.881,79.2214,0.0
4603,470005,Sagar Tilli,Madhya Pradesh,23.881,79.2214,0.0
4604,470111,Bamora R S,Madhya Pradesh,23.7833,78.3667,0.0
4605,470119,Rahatgarh,Madhya Pradesh,23.7833,78.3667,4.0
4606,470122,Naryaoli,Madhya Pradesh,23.7833,78.3667,0.0
4607,470223,Garu Jhamar,Madhya Pradesh,23.881,79.2214,0.0
4608,470226,Deori(Sagar),Madhya Pradesh,23.881,79.2214,0.0
4609,470229,Garahkota (Sagar),Madhya Pradesh,23.881,79.2214,0.0
4610,470230,Maharajpur (Sagar),Madhya Pradesh,23.881,79.2214,0.0
4611,470235,Kesli,Madhya Pradesh,23.881,79.2214,0.0
4612,470335,Banda Belai,Madhya Pradesh,23.881,79.2214,0.0
4613,470337,Karrapur (Sagar),Madhya Pradesh,23.881,79.2214,0.0
4614,470441,Malthone,Madhya Pradesh,24.05,78.6333,0.0
4615,470442,Bandri,Madhya Pradesh,24.05,78.6333,4.0
4616,470661,Damoh Civil Yard,Madhya Pradesh,23.8167,79.4333,0.0
4617,470662,Abhana,Madhya Pradesh,23.7,79.5333,4.0
4618,470664,Bandakpur,Madhya Pradesh,23.85,79.5667,4.0
4619,470666,Patharia,Madhya Pradesh,23.9,79.2,4.0
4620,470672,Bansatar Kheda,Madhya Pradesh,23.8167,79.4333,0.0
4621,470675,Narsinghgarh (Damoh),Madhya Pradesh,23.8167,79.4333,0.0
4622,470771,Hindoria,Madhya Pradesh,23.9,79.5667,4.0
4623,470772,Patera,Madhya Pradesh,23.9833,79.6833,4.0
4624,470775,Hatta (Sagar),Madhya Pradesh,23.9417,79.625,0.0
4625,470880,Tendukheda (Sagar),Madhya Pradesh,23.881,79.2214,0.0
4626,471001,Chhatarpur,Madhya Pradesh,24.9,79.6,4.0
4627,471101,Chandra Nagar,Madhya Pradesh,24.8194,79.6861,0.0
4628,471105,Bamitha,Madhya Pradesh,24.8194,79.6861,0.0
4629,471111,Harpalpur,Madhya Pradesh,24.8194,79.6861,0.0
4630,471301,Gulganj,Madhya Pradesh,24.7,79.3833,4.0
4631,471311,Malhera,Madhya Pradesh,24.5,79.0833,0.0
4632,471313,Ghaura,Madhya Pradesh,24.5,79.0833,4.0
4633,471401,Panagar (Chhatarpur),Madhya Pradesh,24.8194,79.6861,0.0
4634,471408,Satia,Madhya Pradesh,24.8194,79.6861,0.0
4635,471411,Garhi Malhera,Madhya Pradesh,24.8194,79.6861,0.0
4636,471501,Maharajpur (Chhaterpur),Madhya Pradesh,24.85,79.9333,0.0
4637,471505,Khajuraho,Madhya Pradesh,24.85,79.9333,4.0
4638,471515,Laundi,Madhya Pradesh,24.9667,80.0667,0.0
4639,471525,Chandla,Madhya Pradesh,25.0833,80.2,4.0
4640,471625,Rajnagar,Madhya Pradesh,24.8833,79.9167,4.0
4641,472001,Tikamgarh City,Madhya Pradesh,24.8833,79.15,0.0
4642,472010,Badagaon,Madhya Pradesh,24.8833,79.15,0.0
4643,472111,Baldeogarh,Madhya Pradesh,24.75,79.0667,4.0
4644,472221,Palera,Madhya Pradesh,25.0167,79.2333,4.0
4645,472246,Orchha,Madhya Pradesh,25.0167,79.2333,0.0
4646,472336,Prithvipur,Madhya Pradesh,24.8833,79.15,0.0
4647,472442,Niwari (Tikamgarh),Madhya Pradesh,24.8833,79.15,0.0
4648,472445,Tarichor Kalan,Madhya Pradesh,24.8833,79.15,0.0
4649,472447,Teharaka,Madhya Pradesh,24.8833,79.15,0.0
4650,473001,Guna H O,Madhya Pradesh,24.69,77.5367,0.0
4651,473101,Arone,Madhya Pradesh,24.69,77.5367,0.0
4652,473105,Bamori(Guna),Madhya Pradesh,24.69,77.5367,0.0
4653,473118,Chachaura,Madhya Pradesh,24.69,77.5367,0.0
4654,473226,Raghogarh,Madhya Pradesh,24.45,77.2,4.0
4655,473229,Raosar (Jagir),Madhya Pradesh,24.45,77.2,0.0
4656,473249,Bajarangapur,Madhya Pradesh,24.1333,77.1167,0.0
4657,473287,Malawar,Madhya Pradesh,23.8167,77.0333,4.0
4658,473330,Sadhora,Madhya Pradesh,24.69,77.5367,0.0
4659,473331,Ashok Nagar,Madhya Pradesh,24.69,77.5367,0.0
4660,473333,Sagar (Guna),Madhya Pradesh,24.69,77.5367,0.0
4661,473335,Esagarh,Madhya Pradesh,24.69,77.5367,0.0
4662,473440,Piprai,Madhya Pradesh,24.5167,77.9667,4.0
4663,473660,Karera (Shivpuri),Madhya Pradesh,24.69,77.5367,0.0
4664,473662,Karera Training Centre,Madhya Pradesh,24.69,77.5367,0.0
4665,473775,Pohri,Madhya Pradesh,24.69,77.5367,0.0
4666,473781,Rannod,Madhya Pradesh,24.69,77.5367,0.0
4667,473865,Magroni,Madhya Pradesh,25.7,77.9167,4.0
4668,473880,Narwar (Shivpuri),Madhya Pradesh,24.9667,77.5667,0.0
4669,473885,Badarwas,Madhya Pradesh,24.9667,77.5667,4.0
4670,474001,Laxmiganj,Madhya Pradesh,27.1333,88.2667,0.0
4671,474002,R B Colony,Madhya Pradesh,27.1333,88.2667,0.0
4672,474003,Hazira Chauk,Madhya Pradesh,27.1333,88.2667,0.0
4673,474004,Gwalior Birlanagar,Madhya Pradesh,27.1333,88.2667,0.0
4674,474005,Darpan Colony,Madhya Pradesh,27.1333,88.2667,0.0
4675,474006,Gwalior Morar H O,Madhya Pradesh,27.1333,88.2667,0.0
4676,474008,Gwalior Fort,Madhya Pradesh,27.1333,88.2667,0.0
4677,474009,Naya Bazar,Madhya Pradesh,27.1333,88.2667,4.0
4678,474020,Gwalior Maharajpur A F,Madhya Pradesh,27.1333,88.2667,0.0
4679,474040,GWALIOR JADERUKaLAN,Madhya Pradesh,27.1333,88.2667,0.0
4680,474042,Panihar (Gwalior),Madhya Pradesh,27.1333,88.2667,0.0
4681,474055,Gwalier Utila,Madhya Pradesh,27.1333,88.2667,0.0
4682,475001,Antri,Madhya Pradesh,24.3167,75.2333,4.0
4683,475005,Tekanpur (Gwalior),Madhya Pradesh,24.3167,75.2333,0.0
4684,475110,Dabra,Madhya Pradesh,25.9,78.3333,4.0
4685,475336,Salon B,Madhya Pradesh,25.5358,77.6967,0.0
4686,475661,Datia R S,Madhya Pradesh,25.9633,78.61,0.0
4687,475671,Unnao (Datia),Madhya Pradesh,25.9633,78.61,0.0
4688,475673,Tharet,Madhya Pradesh,26.01,78.6533,4.0
4689,475675,Indargarh,Madhya Pradesh,25.9167,78.5667,4.0
4690,476111,Ambah Road,Madhya Pradesh,26.7075,78.2261,0.0
4691,476115,Porsa,Madhya Pradesh,26.67,78.3747,4.0
4692,476133,Naoli Badagaon,Madhya Pradesh,26.6888,78.3004,0.0
4693,476224,Kelaras (Morena),Madhya Pradesh,26.225,77.5167,0.0
4694,476228,Pahargarh,Madhya Pradesh,26.2,77.6333,4.0
4695,476229,Sabalgarh Mandi,Madhya Pradesh,26.25,77.4,0.0
4696,476235,Rampur Kalan,Madhya Pradesh,26.1667,77.4667,4.0
4697,477105,Naizamin (Bhind),Madhya Pradesh,24.2214,77.3307,0.0
4698,477111,Attar,Madhya Pradesh,22.0167,76.2167,4.0
4699,477116,Gohad,Madhya Pradesh,26.4261,78.4447,4.0
4700,477227,Ambagarh,Madhya Pradesh,26.3333,78.7664,0.0
4701,477331,Umri,Madhya Pradesh,24.75,77.3,4.0
4702,477332,Akoda,Madhya Pradesh,24.75,77.3,0.0
4703,477333,Sagra (Bhind),Madhya Pradesh,24.75,77.3,0.0
4704,477445,Lahar,Madhya Pradesh,26.1983,78.945,4.0
4705,477447,Daboh,Madhya Pradesh,26.0025,78.8761,4.0
4706,480001,Dhar Collectorate,Madhya Pradesh,22.2389,79.4981,0.0
4707,480002,Chhindwara Lalbaugh,Madhya Pradesh,22.2389,79.4981,0.0
4708,480107,Umarnala,Madhya Pradesh,21.95,79.1167,0.0
4709,480110,Chand,Madhya Pradesh,21.95,79.1167,4.0
4710,480115,Chaurani,Madhya Pradesh,21.95,79.1167,0.0
4711,480221,Amarwara,Madhya Pradesh,22.3,79.1667,4.0
4712,480224,Harria,Madhya Pradesh,22.3,79.1667,0.0
4713,480331,Saori Bazar,Madhya Pradesh,22.2389,79.4981,0.0
4714,480334,Pandurna,Madhya Pradesh,22.2389,79.4981,0.0
4715,480338,Teegaon,Madhya Pradesh,22.2389,79.4981,0.0
4716,480443,Deeghowani,Madhya Pradesh,22.2389,79.4981,0.0
4717,480447,Chand Meta,Madhya Pradesh,22.2389,79.4981,0.0
4718,480449,Eklehra (Chhindwara),Madhya Pradesh,22.2389,79.4981,0.0
4719,480554,Nandan,Madhya Pradesh,22.35,78.6667,0.0
4720,480557,Newton Chikli,Madhya Pradesh,22.35,78.6667,0.0
4721,480559,Tamia,Madhya Pradesh,22.35,78.6667,4.0
4722,480664,Gopalganj,Madhya Pradesh,21.9667,79.5167,4.0
4723,480669,Dhamrna,Madhya Pradesh,21.9667,79.5167,0.0
4724,480771,Ari,Madhya Pradesh,21.95,79.6833,4.0
4725,480882,Bandol,Madhya Pradesh,22.4,79.5333,0.0
4726,480884,Chhapara,Madhya Pradesh,22.4,79.5333,4.0
4727,480887,Adelgaon,Madhya Pradesh,22.4,79.5333,0.0
4728,480990,Kanhiwara,Madhya Pradesh,22.4111,79.9333,0.0
4729,480994,Keolari,Madhya Pradesh,22.3667,79.9167,4.0
4730,480996,Ugli,Madhya Pradesh,22.2667,80.0667,4.0
4731,480997,Ghansore,Madhya Pradesh,22.4111,79.9333,0.0
4732,480999,Kahani,Madhya Pradesh,22.6,79.8167,4.0
4733,481001,Balaghat R S,Madhya Pradesh,22.0615,80.2808,0.0
4734,481105,Ukwa,Madhya Pradesh,21.9667,80.4667,4.0
4735,481111,Baihar,Madhya Pradesh,22.1,80.55,4.0
4736,481116,Malanjkhand,Madhya Pradesh,22.1667,80.6667,0.0
4737,481117,Garhi,Madhya Pradesh,22.2333,80.7833,4.0
4738,481125,Damoh (Balaghat),Madhya Pradesh,22.1,80.6,0.0
4739,481222,Lanji,Madhya Pradesh,21.5,80.5333,4.0
4740,481226,Hatta (Mandla),Madhya Pradesh,21.5,80.5333,0.0
4741,481228,Hatta Road (Balaghat),Madhya Pradesh,21.5,80.5333,0.0
4742,481335,Rampaili,Madhya Pradesh,21.6833,80.0,4.0
4743,481441,Lalburra,Madhya Pradesh,21.95,80.05,4.0
