,pin,place,state,latitude,longitude,accuracy
1,110002,Darya Ganj,New Delhi,28.6333,77.25,4.0
2,110003,Aliganj,New Delhi,28.65,77.2167,0.0
3,110004,Rashtrapati Bhawan,New Delhi,28.65,77.2167,0.0
4,110005,Lower Camp Anand Parbat,New Delhi,28.65,77.2,0.0
5,110006,Bara Tooti,New Delhi,28.65,77.2167,0.0
6,110007,Birla Lines,New Delhi,28.6833,77.2,0.0
7,110008,Patel Nagar,New Delhi,28.65,77.2167,0.0
8,110010,Delhi Cantt,New Delhi,28.55,77.2667,0.0
9,110011,Nirman Bhawan,New Delhi,28.55,77.2667,0.0
10,110012,Inderpuri,New Delhi,28.55,77.2667,0.0
11,110013,Hazrat Nizamuddin,New Delhi,28.55,77.2667,0.0
12,110014,Jangpura,New Delhi,28.55,77.2667,0.0
13,110015,Zakhira,New Delhi,28.55,77.2667,0.0
14,110016,Hauz Khas,New Delhi,28.55,77.2667,0.0
15,110017,Malviya Nagar,New Delhi,28.55,77.2667,0.0
16,110018,Vishnu Garden,New Delhi,28.55,77.2667,0.0
17,110019,Nehru Place,New Delhi,28.55,77.2667,0.0
18,110020,Flatted Factories Complex,New Delhi,28.6488,77.1726,0.0
19,110021,Malcha Marg,New Delhi,28.6488,77.1726,0.0
20,110022,Postal Saving Bureau,New Delhi,28.6488,77.1726,0.0
21,110023,Kidwai Nagar,New Delhi,28.6488,77.1726,0.0
22,110024,Lajpat Nagar,New Delhi,28.6488,77.1726,0.0
23,110025,Jamia Nagar,New Delhi,28.6488,77.1726,0.0
24,110026,Punjabi Bagh,New Delhi,28.6488,77.1726,0.0
25,110027,J 6block Rajouri Garden,New Delhi,28.6488,77.1726,0.0
26,110028,Naraina Industrial Estate,New Delhi,28.6488,77.1726,0.0
27,110029,Himayunpur Extn,New Delhi,28.6488,77.1726,0.0
28,110030,T B Hospital,New Delhi,28.7556,77.1667,0.0
29,110031,Gandhi Nagar,New Delhi,28.7556,77.1667,0.0
30,110032,Shahdara,New Delhi,28.6667,77.3167,4.0
31,110033,Adarsh Nagar,New Delhi,28.7556,77.1667,0.0
32,110034,Pitampura,New Delhi,28.7556,77.1667,0.0
33,110035,Inderlok,New Delhi,28.7556,77.1667,0.0
34,110036,Alipur,New Delhi,28.8,77.15,4.0
35,110037,Gurgaon Road,New Delhi,28.7556,77.1667,0.0
36,110038,A F Rajokari,New Delhi,28.7556,77.1667,0.0
37,110039,Bawana,New Delhi,28.8,77.0333,4.0
38,110040,Sanoth,New Delhi,28.85,77.1,0.0
39,110041,Nagloi,New Delhi,28.6092,77.1569,0.0
40,110042,Badli,New Delhi,28.6092,77.1569,0.0
41,110043,Najafgarh,New Delhi,28.6125,76.9847,4.0
42,110044,Badarpur T P Station,New Delhi,28.5083,77.3,0.0
43,110045,Palam Enclave,New Delhi,28.5667,77.1,0.0
44,110046,Nangal Rava,New Delhi,28.6092,77.1569,0.0
45,110047,Arjan Garh,New Delhi,28.6092,77.1569,0.0
46,110048,Kailash,New Delhi,28.6092,77.1569,0.0
47,110049,Andrews Ganj,New Delhi,28.6092,77.1569,0.0
48,110051,Azad Nagar,New Delhi,28.6167,77.2167,0.0
49,110052,Wazirpur Phase Iii,New Delhi,28.6167,77.2167,0.0
50,110053,Zafrabad,New Delhi,28.6167,77.2167,0.0
51,110054,Civil Lines,New Delhi,28.6167,77.2167,0.0
52,110055,Paharganj,New Delhi,28.6167,77.2167,4.0
53,110056,Shakurbasti,New Delhi,28.6167,77.2167,0.0
54,110057,Munirka,New Delhi,28.6167,77.2167,0.0
55,110058,Janakpuri,New Delhi,28.6167,77.2167,0.0
56,110059,Uttam Nagar,New Delhi,28.6167,77.2167,0.0
57,110060,New Rajinder Nagar,New Delhi,28.6488,77.1726,0.0
58,110061,Bijwasan,New Delhi,28.6488,77.1726,0.0
59,110062,Hamdard Nagar,New Delhi,28.6488,77.1726,0.0
60,110063,Paschim Vihar,New Delhi,28.6488,77.1726,0.0
61,110064,Hari Nagar Be Block,New Delhi,28.6488,77.1726,0.0
62,110065,East Of Kailash,New Delhi,28.6488,77.1726,0.0
63,110066,R K Puram,New Delhi,28.6488,77.1726,0.0
64,110067,D D A Munirka,New Delhi,28.6488,77.1726,0.0
65,110070,Vasant Kunj,New Delhi,28.6528,76.9539,0.0
66,110071,Chhawla,New Delhi,28.6528,76.9539,0.0
67,110072,Jharoda Kalan,New Delhi,28.6528,76.9539,4.0
68,110073,Ujwa,New Delhi,28.6528,76.9539,0.0
69,110081,Kanjhawala,New Delhi,28.6488,77.1726,0.0
70,110082,Khera Kalan,New Delhi,28.6488,77.1726,0.0
71,110083,Mangolpuri Block A,New Delhi,28.6488,77.1726,0.0
72,110084,Kutubgarh,New Delhi,28.6488,77.1726,0.0
73,110088,Shalimar Bagh,New Delhi,28.7165,77.1629,6.0
74,110091,Himmatpuri,New Delhi,28.6488,77.1726,0.0
75,110092,Shakarpur,New Delhi,28.6488,77.1726,0.0
76,110093,Nand Nagri A Block,New Delhi,28.6488,77.1726,0.0
77,110094,Gokulpuri,New Delhi,28.6488,77.1726,0.0
78,110096,Bhajan Pura,New Delhi,28.6488,77.1726,0.0
79,121001,Faridabad,Uttar Pradesh,28.9915,76.2541,0.0
80,121002,Faridabad,Uttar Pradesh,28.9915,76.2541,0.0
81,121005,Faridabad Sector 22,Uttar Pradesh,28.9915,76.2541,0.0
82,121006,Industrial Estate,Uttar Pradesh,28.9915,76.2541,0.0
83,121007,Faridabad,Uttar Pradesh,28.9915,76.2541,0.0
84,121101,Tigaon,Uttar Pradesh,28.9915,76.2541,0.0
85,121102,Palwal,Uttar Pradesh,28.9915,76.2541,0.0
86,122001,Gurgaon Kutchery,Haryana,28.09,76.9567,0.0
87,122005,Air Force Gurgaon,Haryana,28.09,76.9567,0.0
88,122015,Gurgaon Palampur Road,Haryana,28.09,76.9567,0.0
89,122016,Dundahera,Haryana,28.09,76.9567,0.0
90,122050,Manesar,Haryana,28.09,76.9567,0.0
91,122101,Badshahpur,Haryana,28.4,77.05,4.0
92,122103,Sohna(Gurgaon),Haryana,28.09,76.9567,0.0
93,122104,Ferozepur Jhirka,Haryana,27.8,76.95,4.0
94,122105,Taura,Haryana,28.09,76.9567,0.0
95,122106,Dharuhera,Haryana,28.2167,76.7833,4.0
96,122107,Nuh,Haryana,28.1167,77.0167,4.0
97,122108,Nagina,Haryana,27.9167,76.9833,4.0
98,122109,Daulatabad (Gurgaon),Haryana,28.09,76.9567,0.0
99,122211,Palmar,Haryana,28.09,76.9567,0.0
100,123001,Narnaul Kutchery,Haryana,28.5,76.2111,0.0
101,123020,Sanwar,Haryana,28.5,76.2111,0.0
102,123021,Mandi Ateli,Haryana,28.5,76.2111,0.0
103,123023,Nangal Chaudhary,Haryana,28.5,76.2111,0.0
104,123024,Satnali,Haryana,28.3833,75.9667,4.0
105,123025,Baund,Haryana,28.7833,76.35,4.0
106,123027,Kanina,Haryana,28.3333,76.3167,4.0
107,123028,Nangal Sirohi,Haryana,28.5,76.2111,0.0
108,123029,Mohindergarh,Haryana,28.5,76.2111,0.0
109,123034,Bawania,Haryana,28.5,76.2111,0.0
110,123035,Pahlawas,Haryana,28.5,76.2111,0.0
111,123201,Loharu,Haryana,28.45,75.8167,4.0
112,123301,Guriani,Haryana,28.35,76.5167,4.0
113,123306,Charkhi Dadri Factory,Haryana,28.6,76.2667,0.0
114,123307,Achina,Haryana,28.6833,76.3667,4.0
115,123308,Badhra,Haryana,28.5444,76.3833,0.0
116,123310,Jhoju Kalan,Haryana,28.5444,76.3833,0.0
117,123401,Model Town Rewari,Haryana,28.1833,76.6167,0.0
118,123411,Dahina,Uttar Pradesh,28.1833,76.6167,0.0
119,123412,Dharan,Haryana,28.1833,76.6167,0.0
120,123413,Akheri Madanpur,Haryana,28.1833,76.6167,0.0
121,123414,Nanu Kalan,Haryana,28.1833,76.6167,0.0
122,123501,Bawal,Haryana,28.0833,76.5833,4.0
123,123502,Khalilpur,Haryana,28.2833,76.7667,0.0
124,123503,Pataudi,Haryana,28.3167,76.7833,4.0
125,123504,Haily Mandi,Haryana,28.2833,76.7667,0.0
126,123505,Garhi Harsaru,Haryana,28.45,76.9333,4.0
127,123506,Farrukh Nagar,Haryana,28.2833,76.7667,0.0
128,123508,Jatauli,Haryana,28.2833,76.7667,0.0
129,124001,Rohtak,Haryana,28.9,76.5667,4.0
130,124003,Vaish High Schl Rohtak,Haryana,28.9,76.5667,0.0
131,124004,G K Singhpur,Haryana,28.9,76.5667,0.0
132,124005,Titauli,Haryana,28.9,76.5667,0.0
133,124006,Makrauli Kalan,Haryana,28.9,76.5667,0.0
134,124007,Samargopalpur,Haryana,28.9,76.5667,0.0
135,124021,Asthal Bohar,Haryana,28.8667,76.45,0.0
136,124022,Morkhra,Haryana,28.8667,76.45,0.0
137,124024,Lahli,Haryana,28.8667,76.45,4.0
138,124025,Kharawal,Haryana,28.8667,76.45,0.0
139,124028,Basana,Haryana,28.8667,76.45,0.0
140,124029,Baland,Haryana,28.8667,76.45,0.0
141,124030,Gharauthi,Haryana,28.8833,76.5083,0.0
142,124031,Maina,Haryana,28.8833,76.5083,0.0
143,124101,Barhana,Haryana,28.62,76.67,0.0
144,124102,Dujana,Haryana,28.6833,76.6167,4.0
145,124103,Jhajar H O,Haryana,28.62,76.67,0.0
146,124104,Jhajjar,Haryana,28.6167,76.65,4.0
147,124105,Badli,Haryana,28.5833,76.8167,4.0
148,124107,Dighal,Haryana,28.75,76.6167,4.0
149,124108,Machhrauli,Haryana,28.4667,76.65,4.0
150,124109,Dhakala,Haryana,28.62,76.67,0.0
151,124110,Bahu Akbarpur,Haryana,28.8917,76.4167,0.0
152,124111,Madina,Haryana,28.95,76.4333,4.0
153,124112,Meham,Haryana,28.8917,76.4167,0.0
154,124113,Kalanaur,Haryana,28.8333,76.4,4.0
155,124114,Kharak Kalan,Haryana,28.8917,76.4167,0.0
156,124118,Gochhi,Haryana,28.8917,76.4167,0.0
157,124120,Bahlba,Haryana,28.7274,76.6286,0.0
158,124121,Kharkhera,Haryana,28.7274,76.6286,0.0
159,124124,Katesra,Haryana,28.7274,76.6286,0.0
160,124125,Jhalri,Haryana,28.7274,76.6286,0.0
161,124126,Kalinga,Haryana,28.7274,76.6286,0.0
162,124127,Sisar Khas,Haryana,28.7274,76.6286,0.0
163,124129,Saman,Haryana,28.7274,76.6286,0.0
164,124130,Talao,Haryana,28.7274,76.6286,0.0
165,124131,Jhazgarh,Haryana,28.7274,76.6286,0.0
166,124132,Ritauli,Haryana,28.7274,76.6286,0.0
167,124133,M P Majra,Haryana,28.7274,76.6286,0.0
168,124135,Daura Raja,Haryana,28.7274,76.6286,0.0
169,124136,Chimni,Haryana,28.7274,76.6286,0.0
170,124138,Jahangirpur,Haryana,28.7274,76.6286,0.0
171,124139,Mehrana,Haryana,28.7274,76.6286,0.0
172,124140,Silana,Haryana,28.9356,76.8458,4.0
173,124202,Dobaldhan,Haryana,28.9185,76.7051,0.0
174,124203,Majra (Rohtak),Haryana,28.9185,76.7051,0.0
175,124204,Sewana,Haryana,28.9185,76.7051,0.0
176,124205,Pilana,Haryana,28.9185,76.7051,0.0
177,124301,Gohana H O,Haryana,29.3834,76.8126,0.0
178,124303,Sanghi,Haryana,29.0167,76.6167,4.0
179,124304,Baroda,Haryana,29.3834,76.8126,0.0
180,124305,Khanpur,Haryana,29.9336,77.0544,4.0
181,124306,Mundlana,Haryana,29.2,76.7667,4.0
182,124307,Mehmoodpur,Haryana,29.3834,76.8126,0.0
183,124308,Ahulana,Haryana,29.3834,76.8126,0.0
184,124309,Madiana,Haryana,29.3834,76.8126,0.0
185,124311,Barota,Haryana,29.3834,76.8126,0.0
186,124314,Jassia,Haryana,29.3834,76.8126,0.0
187,124315,Gangana,Haryana,29.3834,76.8126,0.0
188,124316,Garhwal,Haryana,29.3834,76.8126,0.0
189,124317,Glwana,Haryana,29.3834,76.8126,0.0
190,124318,Jauli,Haryana,29.3834,76.8126,0.0
191,124320,Kathura,Haryana,29.3834,76.8126,0.0
192,124321,Lath,Haryana,29.3834,76.8126,0.0
193,124322,Katwal,Haryana,29.3834,76.8126,0.0
194,124324,Rabhra,Haryana,29.3834,76.8126,0.0
195,124402,Kharkauda,Haryana,28.9397,76.8731,0.0
196,124403,Rohat,Haryana,28.9344,76.975,4.0
197,124404,Hassangarh,Haryana,28.9397,76.8731,0.0
198,124406,Kansala,Haryana,28.9397,76.8731,0.0
199,124407,Sisana,Haryana,28.9,76.8333,4.0
200,124408,Farmana,Haryana,28.9847,76.8111,4.0
201,124411,Aval,Haryana,28.8894,76.7123,0.0
202,124412,Kahnaur,Haryana,28.75,76.4833,4.0
203,124413,Khanda,Haryana,28.9194,76.8981,4.0
204,124416,Baliana,Haryana,28.8894,76.7123,0.0
205,124417,Paksma,Haryana,28.8894,76.7123,0.0
206,124418,Dobh,Haryana,28.8894,76.7123,0.0
207,124421,Asan,Haryana,29.4092,76.8781,4.0
208,124423,Hamayunpur,Haryana,29.4092,76.8781,0.0
209,124424,Dhamar,Haryana,29.4092,76.8781,0.0
210,124425,Samchana,Haryana,29.4092,76.8781,0.0
211,124426,Rurki (Rohtak),Haryana,29.4092,76.8781,0.0
212,124427,Chirana,Haryana,29.4092,76.8781,0.0
213,124428,Rukhi,Haryana,29.4092,76.8781,0.0
214,124429,Rithal,Haryana,29.4092,76.8781,0.0
215,124430,Siwana Mall,Haryana,28.9852,76.8049,0.0
216,124501,Sampla,Haryana,28.7764,76.7667,4.0
217,124502,Rohad,Haryana,28.7299,76.8417,0.0
218,124504,Chhara,Haryana,28.7299,76.8417,0.0
219,124505,Assandah,Haryana,28.7299,76.8417,0.0
220,124506,Mandothi,Haryana,28.7299,76.8417,0.0
221,124507,Bahadurgarh,Haryana,28.6833,76.9167,4.0
222,124508,Noona Majra,Haryana,28.7299,76.8417,0.0
223,124509,Tandaheri,Haryana,28.7299,76.8417,0.0
224,124510,Matan,Haryana,29.0333,76.4167,0.0
225,124511,Kharhar,Haryana,29.0333,76.4167,0.0
226,124513,Nidana,Haryana,29.0333,76.4167,0.0
227,124514,Lakhan Majra,Haryana,29.0333,76.4167,0.0
228,124515,Nigana,Haryana,29.0333,76.4167,0.0
229,124516,Gorawar,Haryana,29.0333,76.4167,0.0
230,124517,Ismaila,Haryana,29.0333,76.4167,0.0
231,124518,Barain,Haryana,29.0333,76.4167,0.0
232,124519,Bainsi,Haryana,29.0333,76.4167,4.0
233,124520,Farmana (Rohtak),Haryana,28.831,76.7,0.0
234,124521,Atail,Haryana,28.831,76.7,0.0
235,124522,Ajaib,Haryana,28.831,76.7,0.0
236,124523,Chandi,Haryana,28.831,76.7,0.0
237,124524,Chiri,Haryana,28.831,76.7,0.0
238,124525,Barahi,Haryana,28.831,76.7,0.0
239,124527,Chaushala,Haryana,28.831,76.7,0.0
240,124528,Dulhera,Haryana,28.831,76.7,0.0
241,124529,Gandhra,Haryana,28.831,76.7,0.0
242,124530,Kanaunda,Haryana,28.831,76.7,0.0
243,124531,Nilauthi,Haryana,28.831,76.7,0.0
244,124532,Rohna,Haryana,28.831,76.7,0.0
245,124533,Kharainti,Haryana,28.831,76.7,0.0
246,125001,Hissar City,Haryana,29.1118,75.7598,0.0
247,125002,Hissar Textile Mills,Haryana,29.1118,75.7598,0.0
248,125003,Patel Nagar Hissar,Haryana,29.1118,75.7598,0.0
249,125004,Hissar Agricultural Unive,Haryana,29.1118,75.7598,0.0
250,125005,Model Town Hissar,Haryana,29.1118,75.7598,0.0
251,125011,Hissar B S F,Haryana,29.1118,75.7598,0.0
252,125012,Arya Nagar Hissar,Haryana,29.1118,75.7598,0.0
253,125024,Dinod,Haryana,28.8,76.075,0.0
254,125025,Devsar,Haryana,28.8,76.075,0.0
255,125026,Bapora,Haryana,28.8,76.075,0.0
256,125027,Chang,Haryana,28.8833,76.25,4.0
257,125028,Behal,Haryana,28.8,76.075,0.0
258,125029,Kairu,Haryana,28.7167,75.9,4.0
259,125030,Jui Khurd,Haryana,28.65,75.95,4.0
260,125031,Tigrana,Haryana,28.9833,76.0083,0.0
261,125032,Bawani Khera,Haryana,28.9833,76.0083,0.0
262,125033,Hansi,Haryana,29.1,75.9667,4.0
263,125034,Road Hansi,Haryana,28.9833,76.0083,0.0
264,125035,Jamalpur,Haryana,28.9667,75.9667,4.0
265,125036,Deorala,Haryana,28.9833,76.0083,0.0
266,125037,Nalwa,Haryana,28.9833,76.0083,0.0
267,125038,Khanda Khuri,Haryana,28.9833,76.0083,0.0
268,125039,Narnaund,Haryana,29.2167,76.15,4.0
269,125040,Tosham,Haryana,28.8833,75.9167,4.0
270,125041,Mundal Khurd,Haryana,29.1167,75.725,0.0
271,125042,Bass,Haryana,29.1167,75.725,0.0
272,125043,Rodhan,Haryana,29.1167,75.725,0.0
273,125044,Satrod Khurd,Haryana,29.1167,75.725,0.0
274,125045,Barwa,Haryana,28.9667,75.6167,4.0
275,125046,Sewani,Haryana,28.9167,75.6167,4.0
276,125047,Agroha,Haryana,29.3333,75.6333,4.0
277,125048,Badopal,Haryana,29.4167,75.55,4.0
278,125049,Sisai,Haryana,29.1833,76.0167,4.0
279,125050,Fatehabad (Hissar),Haryana,29.5333,75.0167,0.0
280,125051,Rattia,Haryana,29.5333,75.0167,0.0
281,125052,Mandi Adampur,Haryana,29.5333,75.0167,0.0
282,125054,Bahudin,Haryana,29.5333,75.0167,0.0
283,125055,Sirsa Town,Haryana,29.5333,75.0167,0.0
284,125056,Sirsa,Haryana,29.5333,75.0167,4.0
285,125057,Khairpur,Haryana,29.5333,75.0167,0.0
286,125058,Ding,Haryana,29.5333,75.0167,0.0
287,125060,Sikanderpur,Haryana,28.9333,76.1667,0.0
288,125061,Bamla,Haryana,28.9333,76.1667,0.0
289,125062,Dhanana,Haryana,28.9333,76.1667,4.0
290,125063,Dhani (Mahu),Haryana,28.9333,76.1667,0.0
291,125064,Dhigwan Jatan,Haryana,28.9333,76.1667,0.0
292,125065,Lohni,Haryana,28.9333,76.1667,0.0
293,125066,Mehnda,Haryana,28.9333,76.1667,0.0
294,125067,Rewasa,Haryana,28.9333,76.1667,0.0
295,125069,Bassi,Haryana,28.9333,76.1667,0.0
296,125071,Dhana Kalan,Haryana,29.5917,75.15,0.0
297,125073,Mirchpur,Haryana,29.5917,75.15,0.0
298,125074,Petwar,Haryana,29.5917,75.15,0.0
299,125076,Rania,Haryana,29.5333,74.8333,4.0
300,125077,Odban,Haryana,29.5917,75.15,0.0
301,125078,Baragudah,Haryana,29.5917,75.15,0.0
302,125079,Haroli,Haryana,29.65,75.4667,4.0
303,125081,Chanot,Haryana,29.0167,75.9,0.0
304,125082,Puthi Mangal Khan,Haryana,29.0167,75.9,0.0
305,125083,Umra,Haryana,29.0167,75.9,4.0
306,125084,Jamauri,Haryana,29.0167,75.9,0.0
307,125086,Kharar Ailapur,Haryana,29.0167,75.9,0.0
308,125087,Ladwa(Hissar),Haryana,29.0167,75.9,0.0
309,125088,Mohamadpur Rohi,Haryana,29.0167,75.9,0.0
310,125101,Chautala,Haryana,29.7833,74.5333,4.0
311,125102,Ellenabad,Haryana,29.45,74.65,4.0
312,125103,Goriwala,Haryana,29.4278,74.9722,0.0
313,125104,Mandi Dabwali,Haryana,29.4278,74.9722,0.0
314,125105,Mangali,Haryana,29.05,75.7333,4.0
315,125106,Dharsul Kalan,Haryana,29.4278,74.9722,0.0
316,125107,Abushahar,Haryana,29.4278,74.9722,0.0
317,125108,Hazarawan Kalan,Haryana,29.4278,74.9722,0.0
318,125109,Mohbatpur,Haryana,29.4278,74.9722,0.0
319,125112,Safidon,Haryana,29.4167,76.6667,4.0
320,125201,Kalanwali,Haryana,29.85,74.95,4.0
321,125202,Rori,Haryana,29.75,75.2,4.0
322,125203,Amritsar Khan,Haryana,29.8,75.075,0.0
323,126001,Jakhal Mandi,Haryana,29.8,75.8333,4.0
324,126006,Daulatpur (Hissar),Haryana,29.6583,75.85,0.0
325,126007,Pabra,Haryana,29.6583,75.85,0.0
326,126009,Uklana Mandi,Haryana,29.5167,75.8667,4.0
327,126010,Barwala,Haryana,29.3833,75.9167,4.0
328,126011,Barwala Mandi,Haryana,29.3833,75.9167,0.0
329,126014,Rajli,Haryana,29.3833,75.9167,0.0
330,126015,Prabhuwala,Haryana,29.3833,75.9167,0.0
331,126025,Nehla,Haryana,29.5667,75.8722,0.0
332,126027,Hassangarh (Hissar),Haryana,29.5667,75.8722,0.0
333,126101,Julana,Haryana,29.1333,76.4167,4.0
334,126102,Chaura Kuam Jind,Haryana,29.1333,76.4167,0.0
335,126104,Deorad,Haryana,29.1333,76.4167,0.0
336,126105,Igrah,Haryana,29.1333,76.4167,0.0
337,126106,Kandela,Haryana,29.1333,76.4167,0.0
338,126108,Malui,Haryana,29.1333,76.4167,0.0
339,126109,Pauli,Haryana,29.1333,76.4167,0.0
340,126110,Ram Rai,Haryana,29.6517,76.318,0.0
341,126111,Shahpur,Haryana,29.8236,77.0886,4.0
342,126113,Pilukhera,Haryana,29.6517,76.318,0.0
343,126114,Shamlo Kalan,Haryana,29.6517,76.318,0.0
344,126115,Uchana,Haryana,29.4667,76.1667,4.0
345,126116,Nangal Fertilizer,Haryana,29.6167,76.1167,0.0
346,126117,Kalayar,Haryana,29.6517,76.318,0.0
347,126118,Dhamta Sahib,Haryana,29.6517,76.318,0.0
348,126119,Tohana,Haryana,29.7,75.9,4.0
349,126120,Tohanamandi,Haryana,29.3833,76.55,0.0
350,126121,Kalwa,Haryana,29.3833,76.55,4.0
351,126122,Kanheri,Haryana,29.3833,76.55,0.0
352,126123,Samain,Haryana,29.3833,76.55,0.0
353,126124,Baroda Jind,Haryana,29.3833,76.55,0.0
354,126126,Balerkha,Haryana,29.3833,76.55,0.0
355,126127,Dablain,Haryana,29.3833,76.55,0.0
356,126128,Dhakal,Haryana,29.3833,76.55,0.0
357,126129,Didwara,Haryana,29.3833,76.55,0.0
358,126130,Gangooli,Haryana,29.5274,76.2272,0.0
359,126131,Garhwali,Haryana,29.5274,76.2272,0.0
360,126132,Ghatauli,Haryana,29.5274,76.2272,0.0
361,126133,Kalayat Mandi,Haryana,29.5274,76.2272,0.0
362,126135,Lawan,Haryana,29.5274,76.2272,0.0
363,126139,Seemla,Haryana,29.5274,76.2272,0.0
364,126140,Ujhana,Haryana,29.7167,76.1333,4.0
365,126141,Hat,Haryana,29.3333,76.6167,4.0
366,126143,Dhigana,Haryana,29.5375,76.0083,0.0
367,126145,Balu,Haryana,29.65,76.3667,4.0
368,126149,Singhana,Haryana,29.45,74.9167,4.0
369,126150,Sewaha,Haryana,29.5274,76.2272,0.0
370,126151,Badanpur,Haryana,29.5274,76.2272,0.0
371,126152,Dhanoda Kalan,Haryana,29.5274,76.2272,0.0
372,126153,Danoda,Haryana,29.5274,76.2272,0.0
373,126154,Dharaudhi,Haryana,29.5274,76.2272,0.0
374,131001,Model Town,Haryana,29.2,76.8167,0.0
375,131021,Bahalgarh,Haryana,29.2,76.8167,0.0
376,131023,Jakhauli,Haryana,29.6667,76.4333,4.0
377,131024,Juan,Haryana,29.0667,76.9,4.0
378,131025,Mohana,Haryana,29.0333,76.85,4.0
379,131026,Jaswarkheri,Haryana,29.2,76.8167,0.0
380,131027,Murthal,Haryana,29.0333,77.0833,4.0
381,131029,P S Rai,Haryana,29.2,76.8167,0.0
382,131030,Rathdana,Haryana,29.2,76.8167,0.0
383,131031,Rattan Garh,Haryana,29.2,76.8167,0.0
384,131032,Pipli Khera,Haryana,29.2,76.8167,0.0
385,131034,Barabansi,Haryana,29.2,76.8167,0.0
386,131035,Harsana Kalan,Haryana,29.2,76.8167,0.0
387,131036,Lehrana,Haryana,29.2,76.8167,0.0
388,131038,Pipli ( Sonepat),Haryana,29.2,76.8167,0.0
389,131101,Ganaur,Haryana,29.1167,76.95,0.0
390,131102,Purkhas,Haryana,29.1167,76.95,4.0
391,131103,Nahri,Haryana,29.1167,76.95,0.0
392,131104,Akbarpur Barota,Haryana,29.1167,76.95,0.0
393,131105,Bega,Haryana,29.1167,76.95,0.0
394,131107,Khanda (Sonepat),Haryana,29.1167,76.95,0.0
395,131108,Chhetera Bhadupur,Haryana,29.1167,76.95,0.0
396,131109,Datauli,Haryana,29.1167,76.95,0.0
397,131110,Ghasauli,Haryana,28.9514,76.5278,0.0
398,131112,Kakaroi,Haryana,28.9514,76.5278,0.0
399,131113,Gopalpur,Haryana,28.9514,76.5278,4.0
400,131114,Mehlana,Haryana,28.9514,76.5278,0.0
401,131115,Chulkana (Sonepat),Haryana,28.9514,76.5278,0.0
402,132001,Karnal M T,Haryana,29.752,76.6199,0.0
403,132002,Sanghowa,Haryana,29.752,76.6199,0.0
404,132021,Kaul,Haryana,29.85,76.6667,4.0
405,132024,Nissing,Haryana,29.8,76.5333,0.0
406,132025,Kachhawa,Haryana,29.8,76.5333,0.0
407,132026,Pundri,Haryana,29.75,76.55,4.0
408,132027,Kaithal,Haryana,29.8,76.3833,4.0
409,132034,Chika,Haryana,30.0489,76.3444,4.0
410,132035,Guhla,Haryana,30.0386,76.3,4.0
411,132036,Jundla,Haryana,29.65,76.8667,4.0
412,132037,Madhuban,Haryana,29.6056,76.9803,4.0
413,132038,Amin,Haryana,29.9167,76.85,4.0
414,132039,Assandh,Haryana,29.8519,76.6683,0.0
415,132040,Ballah,Haryana,29.65,76.5667,0.0
416,132041,Indri Industrial Area,Haryana,29.65,76.5667,0.0
417,132042,Fatehpur,Haryana,29.7833,76.55,4.0
418,132043,Pai,Haryana,29.7167,76.5167,4.0
419,132044,Rajaund,Haryana,29.5833,76.4833,4.0
420,132045,Mowana,Haryana,29.65,76.5667,0.0
421,132046,Salwan,Haryana,29.5167,76.7167,4.0
422,132047,Jakoli,Haryana,29.65,76.5667,0.0
423,132048,Pabnawa,Haryana,29.65,76.5667,0.0
424,132049,Manas,Haryana,29.65,76.5667,0.0
425,132050,Gheer,Haryana,29.5167,76.85,0.0
426,132051,Munak,Haryana,29.5167,76.85,4.0
427,132052,Gonder,Haryana,29.5167,76.85,0.0
428,132058,Gondhar,Haryana,29.5167,76.85,0.0
429,132101,Samalkha,Haryana,29.2333,77.0167,4.0
430,132102,Patti Kalan,Haryana,29.3111,76.9924,0.0
431,132103,Panipat Mandi,Haryana,29.3111,76.9924,0.0
432,132104,Panipat G T Road,Haryana,29.3111,76.9924,0.0
433,132105,Project Plan,Haryana,29.3111,76.9924,0.0
434,132106,Project Panipat,Haryana,29.3111,76.9924,0.0
435,132108,Panipat,Haryana,29.3889,76.9681,4.0
436,132109,Chulkana,Haryana,29.3111,76.9924,0.0
437,132110,Sewah,Haryana,29.6854,76.9442,0.0
438,132111,Gharaunda,Haryana,29.5375,76.9717,4.0
439,132112,Dhatrat,Haryana,29.6854,76.9442,0.0
440,132113,Madlanda,Haryana,29.6854,76.9442,0.0
441,132115,Hathwala,Haryana,29.6854,76.9442,0.0
442,132116,Tarauri,Haryana,29.6854,76.9442,0.0
443,132117,Nilokheri,Haryana,29.8333,76.9167,4.0
444,132118,Engg College Kurukshetra,Haryana,29.6854,76.9442,0.0
445,132120,Jyotisar,Haryana,29.9669,76.7443,0.0
446,132121,Naguran,Haryana,29.9669,76.7443,0.0
447,132123,Rambha,Haryana,29.8,76.9833,4.0
448,132124,Vehana,Haryana,29.9669,76.7443,0.0
449,132125,Saunkra,Haryana,29.9669,76.7443,0.0
450,132128,Pehowa,Haryana,29.9833,76.5833,4.0
451,132129,Ismailabad,Haryana,30.1172,76.6661,4.0
452,132130,Jhansa,Haryana,29.9228,76.9344,0.0
453,132131,Pipli (Kurukshetra),Haryana,29.9228,76.9344,0.0
454,132132,Ladwa,Haryana,29.9944,77.0444,4.0
